Protein Id	Gene Symbol	Description	Number of peptides	pex19_1	pex19_2	pex19msp1_1	pex19msp1_2	pex3_1	pex3_2	pex3_3	pex3msp1_1	pex3msp1_2	pex3msp1_3 
YDL033C	SLM3	"tRNA-specific 2-thiouridylase, responsible for 2-thiolation of the wobble base of mitochondrial tRNAs; human ortholog is implicated in myoclonus epilepsy associated with ragged red fibers (MERRF)"	6	793.745	1065.75	944.056	1181.85	488.055	671.899	766.603	716.753	635.814	709.336
YDL035C	GPR1	"Plasma membrane G protein coupled receptor (GPCR) that interacts with the heterotrimeric G protein alpha subunit, Gpa2p, and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis"	2	1151.23	926.479	1238.15	943.233	1147.41	1299.63	1337.27	1182.03	1231.26	1338.97
YDL036C	PUS9	"Mitochondrial tRNA:pseudouridine synthase, catalyzes the formation of pseudouridine at position 32 in mitochondrial tRNAs; contains an N-terminal mitochondrial targeting sequence"	2	297.317	428.119	326.077	424.127	249.994	243.145	253.516	207.357	209.674	235.806
YDL040C	NAT1	"Subunit of the N-terminal acetyltransferase NatA (Nat1p, Ard1p, Nat5p); N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing"	5	983.242	365.3	835.633	471.461	1171.29	915.212	1012.04	972.669	951.978	849.461
YDL042C	SIR2	"Conserved NAD+ dependent histone deacetylase of the Sirtuin family involved in regulation of lifespan; plays roles in silencing at HML, HMR, telomeres, and the rDNA locus; negatively regulates initiation of DNA replication"	1	193.916	162.415	140.476	108.301	257.392	185.724	163.124	206.605	243.455	164.864
YDL043C	PRP11	"Subunit of the SF3a splicing factor complex, required for spliceosome assembly"	2	395.728	103.64	213.157	120.753	559.185	280.798	333.311	443.408	306.398	389.179
YDL044C	MTF2	Mitochondrial matrix protein that interacts with an N-terminal region of mitochondrial RNA polymerase (Rpo41p) and couples RNA processing and translation to transcription	17	3111.14	5229.85	3678.72	4985.62	3342.66	3574.36	3011	3190.28	2782.63	2879.75
YDL045C	FAD1	"Flavin adenine dinucleotide (FAD) synthetase, performs the second step in synthesis of FAD from riboflavin"	4	665.911	430.355	546.195	485.884	530.167	772.816	590.29	756.533	655.691	623.643
YDL046W	NPC2	"Functional homolog of human NPC2/He1, which is a cholesterol-binding protein whose deficiency causes Niemann-Pick type C2 disease involving retention of cholesterol in lysosomes"	1	50.3228	61.4949	58.6354	46.6094	69.1671	34.9171	33.5675	50.0361	58.7917	76.1867
YDL047W	SIT4	Type 2A-related serine-threonine phosphatase that functions in the G1/S transition of the mitotic cycle; cytoplasmic and nuclear protein that modulates functions mediated by Pkc1p including cell wall and actin cytoskeleton organization	2	140.018	42.3328	97.7041	77.108	140.373	147.423	156.411	163.452	125.709	148.686
YDL049C	KNH1	"Protein with similarity to Kre9p, which is involved in cell wall beta 1,6-glucan synthesis; overproduction suppresses growth defects of a kre9 null mutant; required for propionic acid resistance"	2	192.595	173.115	278.163	261.371	200.629	308.89	230.353	256.498	339.707	272.667
YDL051W	LHP1	RNA binding protein required for maturation of tRNA and U6 snRNA precursors; acts as a molecular chaperone for RNAs transcribed by polymerase III; homologous to human La (SS-B) autoantigen	1	117.709	37.7236	89.6905	59.6631	111.468	117.65	128.301	114.008	95.4648	141.45
YDL052C	SLC1	"1-acyl-sn-glycerol-3-phosphate acyltransferase, catalyzes the acylation of lysophosphatidic acid to form phosphatidic acid, a key intermediate in lipid metabolism; enzymatic activity detected in lipid particles and microsomes"	16	4009.19	2474.27	3566.84	3133.85	4207.22	4315.09	3875.12	4636.71	4080.22	4102.91
YDL053C	PBP4	"Pbp1p binding protein, interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay"	3	410.653	329.507	562.016	314.306	466.299	403.838	351.991	436.897	500.589	306.548
YDL055C	PSA1	"GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase), synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure"	12	4079.27	783.024	2525.4	1344.97	3189.94	2813.01	4270.38	3512.71	3315.35	3802.85
YDL060W	TSR1	Protein required for processing of 20S pre-rRNA in the cytoplasm; associates with pre-40S ribosomal particles; inhibits the premature association of 60S subunits with assembling 40S subunits in the cytoplasm; similar to Bms1p	3	315.868	217.967	321.55	230.12	288.847	328.309	377.314	371.068	381.672	387.336
YDL061C	RPS29B	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps29Ap and has similarity to rat S29 and E. coli S14 ribosomal proteins	3	1726.54	534.826	1514.9	809.283	1965.8	1360.43	1552.16	1926.18	1906.48	1846.48
YDL064W	UBC9	SUMO-conjugating enzyme involved in the Smt3p conjugation pathway; nuclear protein required for S- and M-phase cyclin degradation and mitotic control; involved in proteolysis mediated by the anaphase-promoting complex cyclosome (APCC)	2	708.525	516.947	554.436	415.176	854.203	486	518.88	499.264	485.174	616.574
YDL065C	PEX19	"Chaperone and import receptor for newly-synthesized class I peroxisomal membrane proteins (PMPs), binds PMPs in the cytoplasm and delivers them to the peroxisome for subsequent insertion into the peroxisomal membrane"	3	198.197	20.6128	10.938	22.0619	266.257	369.815	428.774	443.461	450.625	470.805
YDL066W	IDP1	"Mitochondrial NADP-specific isocitrate dehydrogenase, catalyzes the oxidation of isocitrate to alpha-ketoglutarate; not required for mitochondrial respiration and may function to divert alpha-ketoglutarate to biosynthetic processes"	71	14888.1	24437.9	18061.1	22569.3	12081	14272.3	12748.9	12171.5	12507.3	11414.8
YDL067C	COX9	"Subunit VIIa of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain"	11	1598.23	2843.58	1621.42	3279.54	2427.28	2219.07	1571.11	2061.28	1477.28	1776.26
YDL069C	CBS1	"Mitochondrial translational activator of the COB mRNA; membrane protein that interacts with translating ribosomes, acts on the COB mRNA 5'-untranslated leader"	1	92.0505	128.789	119.034	259.491	112.732	113.126	167.806	128.789	89.8731	111.746
YDL072C	YET3	Protein of unknown function; YET3 null mutant decreases the level of secreted invertase; homolog of human BAP31 protein	14	1289.06	1126.31	1297.27	1111.56	1651.41	1660.65	737.162	1222.08	1822.83	684.938
YDL073W	YDL073W	Putative protein of unknown function; YDL073W is not an essential gene	1	219.77	29.527	149.776	51.6426	240.181	294.371	183.855	293.413	290.215	161.395
YDL074C	BRE1	"E3 ubiquitin ligase, forms heterodimer with Rad6p to monoubiquinate histone H2B-K123, which is required for the subsequent methylation of histone H3-K4 and H3-K79; required for DSBR, transcription, silencing, and checkpoint control"	3	193.13	165.002	243.669	203.567	232.107	195.169	165.553	261.864	238.353	199.197
YDL075W	RPL31A	"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl31Bp and has similarity to rat L31 ribosomal protein; associates with the karyopherin Sxm1p; loss of both Rpl31p and Rpl39p confers lethality"	14	7226.14	2921.7	6352.73	3423.43	6860.92	5543.97	7377.33	8186.08	6205.73	6259.34
YDL077C	VAM6	Vacuolar protein that plays a critical role in the tethering steps of vacuolar membrane fusion by facilitating guanine nucleotide exchange on small guanosine triphosphatase Ypt7p	2	213.33	107.185	176.257	130.455	187.054	184.794	205.191	219.513	187.319	223.876
YDL078C	MDH3	"Peroxisomal malate dehydrogenase, catalyzes interconversion of malate and oxaloacetate; involved in the glyoxylate cycle"	28	3890.17	3123.97	10124.9	10311.1	3627.37	5185.1	4776.65	4594.68	5954.5	5412.16
YDL080C	THI3	"Probable alpha-ketoisocaproate decarboxylase, may have a role in catabolism of amino acids to long-chain and complex alcohols; required for expression of enzymes involved in thiamine biosynthesis"	1	93.4463	70.7786	83.4984	68.4797	69.2513	91.5279	90.8881	87.9353	79.8817	96.0518
YDL082W	RPL13A	"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl13Bp; not essential for viability; has similarity to rat L13 ribosomal protein"	10	4901.66	1773.83	3467.88	2698.76	7146.22	4254.25	3569.78	5593.04	4278.81	3256.86
YDL083C	RPS16B	Protein component of the small (40S) ribosomal subunit; identical to Rps16Ap and has similarity to E. coli S9 and rat S16 ribosomal proteins	5	1553.77	556.911	1498.76	749.071	1404.99	1316.82	1647.69	1766.08	1531.71	1337.44
YDL084W	SUB2	Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56	12	3080.1	1372.34	2110.53	1704.86	2809.75	3610.1	3228.77	2711.13	3286.06	2728.25
YDL085W	NDE2	"Mitochondrial external NADH dehydrogenase, catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p are involved in providing the cytosolic NADH to the mitochondrial respiratory chain"	31	7909.65	8557.58	9511.33	9133.19	6252.94	9524.84	8296.88	6966.54	7732.53	6812.82
YDL086W	YDL086W	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDL086W is not an essential gene"	3	651.52	134.509	418.206	214.941	417.805	497.275	617.389	587.259	519.96	559.834
YDL088C	ASM4	"Nuclear pore complex subunit, part of a subcomplex also containing Nup53p, Nup170p, and Pse1p"	3	1242.2	841.299	859.518	710.659	1595.03	1243.89	762.971	1349.79	1399.07	1285.24
YDL089W	NUR1	"Protein of unknown function; interacts with Csm1p, Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery, possible Cdc28p substrate"	8	2311.1	981.571	1897.9	1026.26	2415.09	1807.57	2428.87	2253.96	1822.11	2410.75
YDL091C	UBX3	"UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p, green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern"	13	4120	2501.19	3640.83	2667.96	3863.84	4904.48	3742.63	3998.08	4735.31	3570.02
YDL092W	SRP14	"Signal recognition particle (SRP) subunit, interacts with the RNA component of SRP to form the Alu domain, which is the region of SRP responsible for arrest of nascent chain elongation during membrane targeting; homolog of mammalian SRP14"	1	252.719	80.0168	208.194	119.863	249.739	261.207	291.62	325.436	322.489	293.268
YDL093W	PMT5	"Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt3p, can instead interact with Pmt2p in some conditions; target for new antifungals"	2	238.938	176.946	170.06	203.716	215.54	316.425	219.86	314.348	249.19	309.881
YDL095W	PMT1	"Protein O-mannosyltransferase, transfers mannose from dolichyl phosphate-D-mannose to protein Ser/Thr residues; 1 of 7 related proteins involved in O-glycosylation which is essential for cell wall rigidity; involved in ER quality control"	13	2821.58	1549.6	2663.03	2002.35	2472.03	2646.4	2768.81	2579.88	2877.66	2436.46
YDL097C	RPN6	"Essential, non-ATPase regulatory subunit of the 26S proteasome lid required for the assembly and activity of the 26S proteasome; the human homolog (S9 protein) partially rescues Rpn6p depletion"	2	468.033	208.72	351.786	304.126	522.852	546.44	442.59	469.145	506.906	376.308
YDL099W	BUG1	"Cis-golgi localized protein involved in ER to Golgi transport; forms a complex with the mammalian GRASP65 homolog, Grh1p; mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes"	4	404.765	163.348	343.705	182.718	431.763	338.665	328.32	400.847	400.657	365.136
YDL100C	GET3	"Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; subunit of the GET complex, which is involved in Golgi to ER trafficking and insertion of proteins into the ER membrane; has low-level ATPase activity"	5	485.75	261.791	457.419	336.213	399.493	558.205	436.768	494.239	559.602	406.722
YDL101C	DUN1	"Cell-cycle checkpoint serine-threonine kinase required for DNA damage-induced transcription of certain target genes, phosphorylation of Rad55p and Sml1p, and transient G2/M arrest after DNA damage; also regulates postreplicative DNA repair"	4	471.403	315.481	572.571	411.789	450.894	542.796	398.248	528.289	526.595	452.072
YDL102W	POL3	"Catalytic subunit of DNA polymerase delta; required for chromosomal DNA replication during mitosis and meiosis, intragenic recombination, repair of double strand DNA breaks, and DNA replication during nucleotide excision repair (NER)"	1	105.447	43.2391	114.54	60.8971	109.684	110.767	108.233	122.41	100.587	120.571
YDL103C	QRI1	"UDP-N-acetylglucosamine pyrophosphorylase, catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis"	9	1200.05	294.849	823.564	410.432	1087.56	1053.86	1272.41	1236.52	1157.42	1224.64
YDL104C	QRI7	"Highly conserved mitochondrial protein, essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD, both of which are also required for tRNA t6A modification"	8	1990.57	3946.84	2543.11	3603.67	1633.14	2303.95	2158.5	1861.69	2070.09	2086.35
YDL106C	PHO2	Homeobox transcription factor; regulatory targets include genes involved in phosphate metabolism; binds cooperatively with Pho4p to the PHO5 promoter; phosphorylation of Pho2p facilitates interaction with Pho4p	2	488.855	164.656	371.809	192.649	854.681	325.545	317.801	733.082	440.246	599.206
YDL107W	MSS2	"Peripherally bound inner membrane protein of the mitochondrial matrix involved in membrane insertion of C-terminus of Cox2p, interacts genetically and physically with Cox18p"	12	3164.83	4189.67	3321.57	4976.47	3724.1	2774.9	3010.17	3392.9	2452.26	2904.86
YDL108W	KIN28	"Serine/threonine protein kinase, subunit of the transcription factor TFIIH; involved in transcription initiation at RNA polymerase II promoters"	2	293.392	143.053	172.55	190.669	242.749	279.935	198.223	268.978	274.641	232.174
YDL110C	TMA17	Protein of unknown function that associates with ribosomes; heterozygous deletion demonstrated increases in chromosome instability in a rad9 deletion background; protein abundance is decreased upon intracellular iron depletion	5	1146.7	384.449	873.228	607.492	1124.79	1069.76	1139.89	1104.74	1058.26	1235.93
YDL111C	RRP42	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp42p (EXOSC7)	1	67.6702	21.5632	61.3758	27.9503	44.9282	56.6117	66.6532	66.0803	59.2618	45.459
YDL112W	TRM3	"2'-O-ribose methyltransferase, catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs"	3	138.452	220.092	86.0611	135.621	114.861	301.113	183.846	132.723	221.664	123.691
YDL113C	ATG20	Sorting nexin family member required for the cytoplasm-to-vacuole targeting (Cvt) pathway and for endosomal sorting; has a Phox homology domain that binds phosphatidylinositol-3-phosphate; interacts with Snx4p; potential Cdc28p substrate	8	2322.38	907.902	1589.8	1192.1	2342.39	2475.74	2204.66	2265.61	2390.5	2448.45
YDL116W	NUP84	"Subunit of the nuclear pore complex (NPC); forms a subcomplex with Nup85p, Nup120p, Nup145p-C, Sec13p, and Seh1p that plays a role in nuclear mRNA export, and NPC biogenesis; required also for transcription elongation as demonstrated by the G-less-based run-on (GLRO) assay"	2	123.656	130.797	144.557	144.37	118.152	263.01	124.822	133.516	183.455	86.234
YDL117W	CYK3	SH3-domain protein located in the mother-bud neck and the cytokinetic actin ring; mutant phenotype and genetic interactions suggest a role in cytokinesis	1	51.7764	45.3698	61.1998	57.7327	51.2723	49.892	46.7609	61.1157	42.9454	50.7271
YDL119C	YDL119C	"Putative mitochondrial transport protein; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; the authentic, non-tagged protein is detected in purified mitochondria"	8	932.59	1217.84	905.62	1110.09	715.686	863.434	820.17	858.509	667.449	945.275
YDL120W	YFH1	Mitochondrial matrix iron chaperone; oxidizes and stores iron; interacts with Isu1p to promote Fe-S cluster assembly; mutation results in multiple Fe/S-dependent enzyme deficiencies; human frataxin homolog is mutated in Friedrich's ataxia	3	277.849	523.518	354.76	505.9	242.375	252.235	212.736	205.166	194.579	224.313
YDL121C	YDL121C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDL121C is not an essential protein	3	927.272	771.373	972.747	842.049	1471.39	1541.28	840.826	1313.63	1593.8	936.112
YDL122W	UBP1	Ubiquitin-specific protease that removes ubiquitin from ubiquitinated proteins; cleaves at the C terminus of ubiquitin fusions irrespective of their size; capable of cleaving polyubiquitin chains	11	3227.55	1884.3	2533.26	2048.94	3376.65	2976.96	2348.67	2999.42	3212.25	2844.5
YDL123W	SNA4	"Protein of unknown function, localized to the vacuolar outer membrane; predicted to be palmitoylated"	5	510.352	352.275	425.331	267.838	503.654	472.328	406.718	473.789	486.741	530.715
YDL124W	YDL124W	"NADPH-dependent alpha-keto amide reductase; reduces aromatic alpha-keto amides, aliphatic alpha-keto esters, and aromatic alpha-keto esters; member of the aldo-keto reductase (AKR) family"	14	3560	760.216	2544.36	1352.91	3354.47	3244.39	4113.05	3558.72	3723.1	3507.55
YDL125C	HNT1	"Adenosine 5'-monophosphoramidase; interacts physically and genetically with Kin28p, a CDK and TFIIK subunit, and genetically with CAK1; member of the histidine triad (HIT) superfamily of nucleotide-binding proteins and similar to Hint"	3	490.004	874.376	751.336	1076.57	570.088	649.9	464.762	460.34	444.051	418.55
YDL126C	CDC48	"ATPase involved in ubiquitin-mediated protein degradation; Cdc48p-Npl4p-Ufd1p complex participates in ER-associated degradation (ERAD) while Cdc48p-Npl4p-Vms1p complex participates in mitochondria-associated degradation (MAD); along with Npl4-Ufd1 complex, important for maintaining the cell wall integrity during heat stress to allow G1 progression"	20	4140.92	1537.33	4994.63	2252.71	3585.37	3671.13	4450.77	3833.07	5001.64	3477.07
YDL128W	VCX1	"Vacuolar membrane antiporter with Ca2+/H+ and K+/H+ exchange activity, involved in control of cytosolic Ca2+ and K+ concentrations; has similarity to sodium/calcium exchangers, including the bovine Na+/Ca2+,K+ antiporter"	1	1013.74	285.172	620.702	444.938	732.503	805.116	929.917	972.761	656.428	907.445
YDL130W	RPP1B	"Ribosomal protein P1 beta, component of the ribosomal stalk, which is involved in interaction of translational elongation factors with ribosome; accumulation is regulated by phosphorylation and interaction with the P2 stalk component"	9	1360.51	601.127	1173.87	695.302	1784.89	1119.47	877.571	1301.99	1297.63	1084.17
YDL130W-A	STF1	Protein involved in regulation of the mitochondrial F1F0-ATP synthase; Stf1p and Stf2p may act as stabilizing factors that enhance inhibitory action of the Inh1p protein	6	2321.12	4223.6	2837.74	5169.02	4295.96	3673.61	1194.89	2700.11	3843.3	1459.52
YDL131W	LYS21	"Homocitrate synthase isozyme, catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate, which is the first step in the lysine biosynthesis pathway; highly similar to the other isozyme, Lys20p"	6	838.879	293.893	511.745	329.317	691.131	677.441	967.051	809.952	761.151	954.999
YDL132W	CDC53	"Cullin, structural protein of SCF complexes (which also contain Skp1p, Cdc34p, Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation"	7	1397.76	429.001	1150.12	665.544	1467.18	1391.29	1257.9	1508.61	1444.02	1214.36
YDL133W	SRF1	"Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor, a lipid that accumulates intraneuronally in Alzheimer's patients"	2	589.396	566.324	710.84	497.782	648.493	706.725	283.012	547.426	1025.96	274.603
YDL134C	PPH21	"Catalytic subunit of protein phosphatase 2A (PP2A), functionally redundant with Pph22p; methylated at C terminus; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis"	2	162.923	65.2175	158.101	101.127	125.325	201.911	172.027	149.735	201.229	138.435
YDL135C	RDI1	Rho GDP dissociation inhibitor involved in the localization and regulation of Cdc42p and Rho1p	13	1834.03	1013.61	1584.06	1342.91	1914.62	1735.28	2239	1829.33	2367.19	2301.32
YDL136W	RPL35B	"Protein component of the large (60S) ribosomal subunit, identical to Rpl35Ap and has similarity to rat L35 ribosomal protein"	6	3821.69	1318.65	2147.65	1993.62	7596.39	2850.45	3552.56	3996.66	3690.66	1846.08
YDL137W	ARF2	"ADP-ribosylation factor, GTPase of the Ras superfamily involved in regulation of coated formation vesicles in intracellular trafficking within the Golgi; functionally interchangeable with Arf1p"	26	5766.35	2692.32	3390.41	3236.92	4835.01	7218.72	6550.19	5802.58	5880.07	7054.06
YDL140C	RPO21	"RNA polymerase II largest subunit B220, part of central core; phosphorylation of C-terminal heptapeptide repeat domain regulates association with transcription and splicing factors; similar to bacterial beta-prime"	13	1201.54	524.297	994.024	596.645	1202.76	924.557	1172.7	1400.83	965.46	1241.85
YDL143W	CCT4	"Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo"	6	1034.85	422.551	633.697	487.388	1133.62	1015.47	997.23	1095.64	1005.99	1068.21
YDL145C	COP1	"Alpha subunit of COPI vesicle coatomer complex, which surrounds transport vesicles in the early secretory pathway"	17	4009.98	2515.45	3178.64	2476.8	3692.72	4295.31	3499.59	3924.34	4149.13	3224.6
YDL147W	RPN5	"Subunit of the COP9 signalosome (CSN) and non-ATPase regulatory subunit of the 26S proteasome lid, similar to mammalian p55 subunit and to another S. cerevisiae regulatory subunit, Rpn7p; Rpn5p is an essential protein"	2	293	143.826	205.192	239.967	368.007	302.695	251.606	244.477	259.298	205.648
YDL148C	NOP14	"Nucleolar protein, forms a complex with Noc4p that mediates maturation and nuclear export of 40S ribosomal subunits; also present in the small subunit processome complex, which is required for processing of pre-18S rRNA"	3	516.817	247.792	546.107	323.655	638.486	565.227	481.594	559.817	782.811	345.104
YDL156W	YDL156W	"Putative protein of unknown function; protein sequence contains three WD domains (WD-40 repeat); green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; potential regulatory target of Mbp1p, which binds to the YDL156W promoter region"	1	39.178	37.5059	35.4142	35.6474	36.635	30.5658	40.1285	50.1063	20.5171	51.6348
YDL157C	YDL157C	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	3	537.747	653.115	516.915	583.911	535.481	413.172	535.284	547.955	488.5	615.257
YDL160C	DHH1	"Cytoplasmic DExD/H-box helicase, stimulates mRNA decapping, coordinates distinct steps in mRNA function and decay, interacts with both the decapping and deadenylase complexes, may have a role in mRNA export and translation"	2	234.989	116.115	192.281	179.618	153.558	173.267	167.105	179.919	161.167	133.77
YDL161W	ENT1	Epsin-like protein involved in endocytosis and actin patch assembly and functionally redundant with Ent2p; binds clathrin via a clathrin-binding domain motif at C-terminus	1	1064.68	356.059	871.557	467.944	1607.38	1148.52	1352.22	1600.38	1545.3	1525.95
YDL164C	CDC9	"DNA ligase found in the nucleus and mitochondria, an essential enzyme that joins Okazaki fragments during DNA replication; also acts in nucleotide excision repair, base excision repair, and recombination"	9	1705.41	2277.28	1913.21	2211.89	1461.72	1777.78	1730.99	1611.86	1512.42	1725.67
YDL165W	CDC36	"Component of the CCR4-NOT complex, which has multiple roles in regulating mRNA levels including regulation of transcription and destabilizing mRNAs by deadenylation; basal transcription factor"	1	75.2835	109.857	74.5805	138.71	54.5275	212.434	68.2686	71.5384	152.752	67.2442
YDL168W	SFA1	"Bifunctional enzyme containing both alcohol dehydrogenase and glutathione-dependent formaldehyde dehydrogenase activities, functions in formaldehyde detoxification and formation of long chain and complex alcohols, regulated by Hog1p-Sko1p"	3	377.073	122.843	248.799	130.492	314.549	260.287	345.461	298.01	299.063	301.188
YDL171C	GLT1	"NAD(+)-dependent glutamate synthase (GOGAT), synthesizes glutamate from glutamine and alpha-ketoglutarate; with Gln1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source"	18	4412.11	1446.87	3514.97	2073.95	3632.73	3724.25	5217.29	4162	4571.65	4377.2
YDL173W	PAR32	Putative protein of unknown function; hyperphosphorylated upon rapamycin treatment in a Tap42p-dependent manner; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; PAR32 is not an essential gene	4	2221.98	1938.76	2187.03	1496.61	2825.97	2132.8	1395.87	2405.13	2420.9	1831.96
YDL174C	DLD1	"D-lactate dehydrogenase, oxidizes D-lactate to pyruvate, transcription is heme-dependent, repressed by glucose, and derepressed in ethanol or lactate; located in the mitochondrial inner membrane"	36	6257.61	8717.01	7392.61	8058.24	5747.81	5710.66	6495.5	6155.42	5530.19	6744.05
YDL177C	YDL177C	Putative protein of unknown function; similar to the mouse IMPACT gene; YDL177C is not an essential gene	1	34.5001	61.7486	37.642	58.6481	38.272	48.1605	29.4645	35.803	39.8106	28.1717
YDL178W	DLD2	"D-lactate dehydrogenase, located in the mitochondrial matrix"	28	6408.39	11653.4	8426.26	11064	5962.63	7199.57	7012.9	6147.45	7168.36	7197.82
YDL180W	YDL180W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole	1	441.266	157.008	257.404	136.454	373.76	297.205	278.818	417.847	309.67	270.468
YDL181W	INH1	Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase; inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p; has similarity to Stf1p; has a calmodulin-binding motif and binds calmodulin in vitro	8	1230.19	2585.41	1545.87	3322.6	3338.91	2483.92	544.81	1711.07	2771.46	747.104
YDL183C	YDL183C	Mitochondrial inner-membrane protein thought to be involved in the formation of an active mitochondrial K+/H+ exchanger (KHE) system; non-essential gene	10	1768.98	2267.52	1946.66	2616.9	2205.57	1878.07	1624.96	1780.09	1650.62	1510.52
YDL185W	VMA1	"Subunit A of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease"	62	23593.5	5424.41	15220.3	6727.19	24252	15467.1	22578.6	24944.6	17232.3	22484.2
YDL190C	UFD2	"Ubiquitin chain assembly factor (E4) that cooperates with a ubiquitin-activating enzyme (E1), a ubiquitin-conjugating enzyme (E2), and a ubiquitin protein ligase (E3) to conjugate ubiquitin to substrates; also functions as an E3"	10	1375.24	1712.21	1501.37	2059.38	1011.91	3679.95	1532.08	1278.66	2673.04	1118.77
YDL192W	ARF1	"ADP-ribosylation factor, GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi; functionally interchangeable with Arf2p"	3	385.449	204.848	275.063	244.942	327.594	528.875	467.173	468.018	482.987	582.695
YDL193W	NUS1	"Putative prenyltransferase, required for cell viability; proposed to be involved in protein trafficking because tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY"	6	1159.77	748.296	976.782	859.375	1512.21	1332.35	976.806	1240.08	1501.07	827.556
YDL194W	SNF3	Plasma membrane low glucose sensor that regulates glucose transport; contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters; also senses fructose and mannose; similar to Rgt2p	2	351.701	326.753	316.794	278.809	424.788	409.681	239.432	359.541	406.623	241.231
YDL195W	SEC31	"Component of the Sec13p-Sec31p complex of the COPII vesicle coat, required for vesicle formation in ER to Golgi transport; mutant has increased aneuploidy tolerance"	8	1438.93	409.326	1304.97	578.904	1419.79	960.709	1212.4	1254.31	1192.93	1028.02
YDL198C	GGC1	"Mitochondrial GTP/GDP transporter, essential for mitochondrial genome maintenance; has a role in mitochondrial iron transport; member of the mitochondrial carrier family"	23	8706.15	11818.2	9041.17	10712.2	7196.31	7950.52	9543.68	9625.89	6681.4	10119.8
YDL199C	YDL199C	"Putative transporter, member of the sugar porter family"	5	945.584	271.07	687.819	396.33	839.357	875.94	890.26	823.852	827.154	881.352
YDL202W	MRPL11	Mitochondrial ribosomal protein of the large subunit	20	4429.32	6948.05	4647.2	6982.18	4832.3	4427.09	4027.07	4925.27	3854.7	4753.58
YDL203C	ACK1	Protein that functions upstream of Pkc1p in the cell wall integrity pathway; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS; non-tagged Ack1p is detected in purified mitochondria	4	478.225	424.562	448.87	491.578	476.523	534.637	358.131	479.571	559.019	402.109
