	pex19Δ-1	pex19Δ-2	pex19Δ-3	pex19Δ-6	pex19Δ-7	pex19Δmsp1Δ-1	pex19Δmsp1Δ-2	pex19Δmsp1Δ-3	pex19Δmsp1Δ-4	pex19Δmsp1Δ-5	log$_2$(Fold Change)	p-val	padj	-log$_1$$_0$(p-value)	Cohen's $\mathit{d}$
FYV7	10.394	6.26929	5.40536	10.4466	26.1112	5.70979	8.96185	9.9193	11.5233	5.25938	-0.5028405078237859	0.405953241210778	0.9979149347641074	0.39152398675188727	0.554784527494982
SLC1	9.42771	7.11142	7.56165	9.04111	8.25231	12.3029	11.3331	12.3165	10.6274	12.0259	0.5016148130546095	0.0002249953392212614	0.0740645636355497	3.647826478206204	4.004487622097302
RGD2	10.8519	15.2352	15.3572	7.89896	9.26147	11.7781	8.14611	6.78836	7.33132	7.35127	-0.5015550145985489	0.08891762535581696	0.8903049346605897	1.0510121441358449	1.224323202348757
PEX30	8.46041	4.17062	4.17699	6.81167	17.7795	4.52136	11.0535	10.8504	24.7363	7.43925	0.5013180653924716	0.445060516274172	0.9979149347641074	0.35158093262122087	0.5079937513812021
NCB2	10.8426	8.28689	10.3044	12.4976	16.6457	6.35319	7.2774	9.18454	11.521	7.08669	-0.49991321421463947	0.07635570985452596	0.8903049346605897	1.1171584809966493	1.2865534451420875
TOM1	8.15338	19.3163	20.714	6.29671	4.08962	18.8548	6.38662	4.74216	4.94201	6.50445	-0.4994849275518519	0.45494545252857377	0.9979149347641074	0.3420406716636968	0.4966195152807488
MTD1	12.615	12.4686	12.7553	14.9458	5.77188	9.70094	9.53899	10.2664	4.13941	7.79769	-0.4986878850647617	0.11128976995530106	0.8903049346605897	0.9535447553072985	1.13190836981831
SCS7	8.11451	5.56212	5.90154	9.59867	12.2796	9.747	11.3992	11.8489	14.0044	11.5441	0.49791523076052724	0.042213724394084606	0.8715052874860537	1.3745463296166334	1.5270355117847731
GAS3	9.72751	9.58827	8.95255	5.77849	7.40993	8.23118	11.8193	6.05568	20.6524	11.7847	0.4978960640451545	0.22536384938925486	0.893061484430783	0.6471157478725029	0.8308645740730479
SSE2	13.3283	14.357	14.3727	8.91863	7.56069	7.82505	8.42183	11.1544	8.69587	5.3655	-0.49754437041912597	0.08173736799426513	0.8903049346605897	1.0875793510135932	1.2587645080101548
ADD66	12.4177	16.556	15.431	9.58157	4.5157	9.91576	10.3976	9.76441	4.82584	6.59436	-0.49544444259222836	0.1994855333087417	0.8903049346605897	0.700088593871939	0.8845481375448722
FMP21	5.43773	6.49557	4.25898	11.0291	14.2824	3.60789	8.77014	12.7938	18.5673	14.7572	0.49510337692471645	0.316982915586664	0.9693684594289182	0.4989641443008084	0.6750192741738388
RGI2	10.5281	7.96403	9.78463	8.51406	4.74172	9.57092	16.3452	16.769	9.74363	6.03873	0.49339230605851525	0.1824818845430682	0.8903049346605897	0.7387802426238386	0.9232279148114609
PEX14	6.85388	5.9634	5.46169	10.4029	12.8521	8.50557	8.84559	11.2517	16.248	13.6152	0.493307594552152	0.1363551983710902	0.8903049346605897	0.8653283004737685	1.0472201942644503
IRA1	10.0553	16.4652	15.8482	8.35031	7.71639	12.6283	7.59679	6.83409	6.40477	8.10071	-0.4914852042081758	0.1596236911442734	0.8903049346605897	0.796902650769406	0.9806082853778391
PUT1	7.17489	9.47234	9.78079	7.94609	7.19299	19.6369	8.79814	7.87043	8.98096	13.1465	0.4913395327145482	0.17314511553353742	0.8903049346605897	0.7615897554962854	0.9458434553272704
SIM1	8.50187	5.65994	7.78436	9.29844	10.3263	13.0451	12.5669	10.6882	12.5693	9.55964	0.4911137255220728	0.011403227111158138	0.6367001063081583	1.9429722260113087	2.0663815871691926
STE6	18.276	8.21522	9.86428	12.0557	10.0078	8.01646	11.7078	8.29013	5.65721	7.90934	-0.49051528986376325	0.13190931402935166	0.8903049346605897	0.8797245381250536	1.061123693918398
OPI1	9.28937	7.11968	8.09605	7.42311	9.65512	10.6285	13.5465	9.57878	13.501	11.1619	0.49037507360868093	0.007102862268350993	0.5484895771149663	2.148566606653454	2.26938850050402
BGL2	8.85392	8.10619	8.17819	9.96955	6.51057	12.2113	13.5963	13.5351	9.40836	9.63047	0.48828982422984196	0.014241913700065261	0.6944910972351268	1.846431650197943	1.972872504800678
RTC1	10.0187	8.66759	8.65376	8.76541	22.2626	7.94474	8.1797	6.75753	10.9334	7.81662	-0.48748659701490604	0.2580987792358603	0.9280909356266233	0.5882140495916731	0.7700251199156507
GTR1	12.3653	18.2896	17.3226	6.60606	3.76781	13.7217	9.58475	6.21873	3.62154	8.502	-0.4864943709975669	0.34501875012031297	0.9744754182518152	0.46215730245566977	0.6346472252855906
SRP72	11.5595	15.8574	16.1837	7.68014	7.06992	11.4757	9.93988	7.5247	6.09211	6.61699	-0.48645395470341457	0.1660154953705403	0.8903049346605897	0.7798513743704684	0.9638576614427722
UTR1	11.0778	18.2451	17.8939	8.12137	3.00995	14.5155	9.87272	7.15935	3.3194	6.78487	-0.48630594337438465	0.3627391615112786	0.9796808912089705	0.44040555522700436	0.6104086684111611
VPS53	8.72163	20.6466	17.3304	5.62573	6.02262	14.752	7.60644	6.35678	5.46761	7.47026	-0.486234460252893	0.3674246850379766	0.9796808912089705	0.4348316694356392	0.6041489753094541
SIR2	10.4887	14.5569	15.5036	9.4409	8.33691	12.8336	7.00851	7.17194	7.258	7.40092	-0.4850521961520075	0.10381805445368147	0.8903049346605897	0.9837271140426775	1.160636545594007
URA2	10.2498	17.2112	18.3789	7.06765	5.40166	14.4949	8.17541	6.41486	5.00903	7.59653	-0.48399714280180073	0.3140594015588488	0.9693684594289182	0.502988201196337	0.6793872108233756
INP53	7.86145	19.8633	22.2429	3.80955	4.50596	17.9458	7.31146	3.8736	4.35917	8.22683	-0.48244852839393354	0.49793767041720793	0.9979149347641074	0.302825016854755	0.44897530270202896
CKB2	11.7452	15.3725	17.2388	8.01297	5.91314	13.7871	7.94521	7.77009	5.90835	6.30661	-0.4824176226598089	0.23231231336071248	0.9026553373751596	0.6339277704714509	0.8173546879560679
NHP6A	13.6887	9.43061	10.821	15.988	8.35023	9.71301	9.67819	9.49336	6.72503	6.11191	-0.4821737077577592	0.07421080617562187	0.8903049346605897	1.1295328505061846	1.298162681142469
AHA1	12.2452	16.1323	16.4422	8.84521	4.61018	12.9425	9.20135	8.08564	4.20733	7.28811	-0.48196969820622027	0.2478131231601078	0.9153853473954714	0.6058756989078522	0.78840688559375
YRO2	13.4363	6.76301	5.61455	13.9257	18.5312	3.77241	10.0095	8.45924	11.9215	7.56663	-0.4817120987954589	0.2660680939010739	0.9376194455248097	0.5750072016361094	0.7561961849963754
PRS4	10.0134	17.495	16.8851	9.83534	4.02801	14.0969	8.12706	6.76131	4.01563	8.74231	-0.48088614958985426	0.3031773816375225	0.9693684594289182	0.5183032021047107	0.6959329005381379
IGO1	11.1517	11.0195	10.5439	14.4753	11.0622	8.49297	9.3206	11.7848	4.70456	7.4445	-0.48063505626288355	0.041538761084754953	0.8715052874860537	1.3815464606675123	1.53356930536695
MAM33	8.27697	7.60476	4.51399	10.9636	10.3929	5.72516	12.8775	13.2261	14.0313	12.3879	0.48035461468436474	0.11935667722621195	0.8903049346605897	0.923153280039028	1.1028629222731368
RCY1	11.8157	17.2915	16.459	7.42606	5.25531	13.0438	7.31306	7.71106	6.45266	7.23182	-0.4803387354095248	0.25089858641414825	0.9153853473954714	0.6005017855337933	0.7828270624864998
RRP8	10.077	17.5933	17.9362	5.94243	6.67774	13.9021	6.57989	7.18597	6.91256	7.19283	-0.47909726839558453	0.2960989945794843	0.9634880166529838	0.5285630672791348	0.706950123609127
TRP5	14.1906	14.1303	13.7225	10.1143	6.05889	8.53277	10.8926	10.3072	4.99635	7.05448	-0.4785004447813637	0.12539771359145435	0.8903049346605897	0.9017103820353445	1.082290765325467
ARP9	8.81477	8.42498	8.97522	10.0207	21.9658	6.33781	6.67785	7.68639	16.2095	4.88696	-0.47760407669924104	0.34708702360833277	0.9744754182518152	0.45956162280407686	0.6317702336164379
YOR289W	10.487	13.6455	13.5519	10.5397	9.97063	8.11959	8.19535	9.4523	8.09542	7.94255	-0.4772057611633758	0.004903982307937058	0.44897076029041044	2.309451105288004	2.432540864114146
DSD1	14.9645	13.7069	13.1675	8.91165	7.43458	6.76981	9.78953	8.80744	9.32235	7.12577	-0.476633387153287	0.07217250448446748	0.8903049346605897	1.141628223829122	1.3095018777254448
IRC21	10.3992	14.0369	12.8665	11.0413	9.83918	11.8054	6.55207	8.49735	7.98154	6.98064	-0.4765101044449143	0.027461700253792472	0.8280321926817162	1.5612725775151202	1.7018244186094766
CKA1	11.8666	14.8743	17.5541	8.26191	5.62235	15.6357	7.50224	6.76579	5.78274	6.1341	-0.4762922209713276	0.28203394547178723	0.9548902435404485	0.5496986170570317	0.7294839963574267
GPX1	10.8569	13.5647	15.8532	10.1532	7.74486	14.5452	7.17724	6.49093	6.21953	7.39418	-0.4759089491296812	0.15796783770429962	0.8903049346605897	0.8014313265227069	0.9850462691563334
ARG3	14.5022	16.008	11.4273	9.10003	7.1295	6.60795	8.74837	11.017	6.44047	9.01923	-0.47555948979129736	0.11555590340056068	0.8903049346605897	0.9372078628304962	1.1163106497473032
CDC73	10.8455	16.1094	17.3401	7.58118	6.28522	15.6584	6.69604	6.63394	5.86597	6.98418	-0.4752298334388695	0.28911748956322125	0.9606500183838742	0.5389256357902463	0.7180249408662466
MPD1	7.73881	7.2585	9.62879	8.31423	8.93258	13.2124	11.711	11.5103	12.173	9.52042	0.4731942466299978	0.002219876826165834	0.28989514382463955	2.6536711224865517	2.796864623478949
CDC25	9.1439	19.1535	16.9826	6.93764	5.90558	14.1496	7.0082	7.19392	6.24498	7.28017	-0.47296101479240454	0.3208656787785132	0.9693684594289182	0.4936767344914567	0.6692667150440065
NUP42	11.216	4.60868	5.59958	15.1941	21.475	4.41341	5.51746	12.6061	11.4122	7.95739	-0.4711971755110592	0.38353534720271176	0.9872176283125574	0.4161946046284904	0.5830677466167925
SPT16	12.6973	13.7529	14.0914	8.28938	9.26221	8.7774	8.70272	8.94947	8.8155	6.6617	-0.4711850356446243	0.03410047621054549	0.8701670543776736	1.4672395560758882	1.6136447619605991
VPS5	10.1852	15.2863	17.8654	7.87289	6.87629	14.5855	7.35114	6.84588	5.49832	7.6331	-0.4707623270940848	0.25915702058284523	0.9301430950899195	0.5864370215954697	0.7681686343611512
EMC6	11.0368	8.75065	7.31834	9.21027	5.59929	11.2707	12.571	13.8132	8.62038	11.8093	0.47067653886393546	0.03301911158353241	0.8701670543776736	1.4812346160992735	1.626744026328138
NST1	11.5695	12.0984	11.1632	14.0274	9.2237	9.97357	7.08448	8.25864	5.38086	11.2202	-0.47053481976999545	0.03657004514589689	0.8715052874860537	1.4368745035229948	1.5852470016672895
YPL247C	12.1822	14.113	13.845	9.28445	8.65021	7.98464	8.60675	10.7525	8.31365	6.26757	-0.4700992021287603	0.04280866064131604	0.8715052874860537	1.3684683597663707	1.521363049459401
PST1	9.23654	7.94074	7.34459	7.93947	9.47581	11.5648	12.2564	12.3085	11.557	10.3762	0.46938780948531594	0.00033234647706493516	0.08975911392115286	3.478408920468501	3.7792558541402435
YNR034W-A	15.4444	8.77707	8.16881	14.0244	11.6421	7.2564	8.2896	12.219	6.68054	7.49764	-0.4690283118856405	0.10001140767126969	0.8903049346605897	0.9999504599387921	1.1760344679336283
GTR2	13.0214	17.9651	14.9364	8.09592	4.03242	12.9695	9.13712	8.00101	3.92129	7.91988	-0.4686973429333457	0.2948304820262936	0.9623266500438638	0.5304276175176788	0.7089466884467129
NOP8	7.84456	21.4412	22.6669	2.72775	3.36593	22.2114	5.43882	2.97631	4.08123	7.24594	-0.46840705250528636	0.5817590428475563	0.9979149347641074	0.2352568573265412	0.36301327353099844
ABP1	11.1777	15.1696	16.6579	7.1416	7.89571	8.45655	8.199	8.50922	10.8164	5.97634	-0.4681808462661329	0.15483531746323834	0.8903049346605897	0.8101299711080987	0.9935583500554649
ANT1	8.76335	8.35548	7.68254	8.29846	8.86461	11.599	9.81361	10.04	12.7443	13.8386	0.4677685788586378	0.003869959096883471	0.41124477490049055	2.4122936251856566	2.5390799165787357
RKM3	10.2114	19.6585	21.7219	4.7502	1.69148	16.0975	9.59448	4.06988	3.93051	8.27421	-0.4676445453837845	0.499981858321069	0.9979149347641074	0.30104575361196295	0.4467775994243946
DOT5	8.86061	17.0495	19.0882	7.39974	5.63444	17.6973	7.24767	6.05022	4.89389	6.07846	-0.4675869322990372	0.3966733717981463	0.9962233250238138	0.4015669522086681	0.5663518684960063
YLR257W	12.1209	8.22615	6.73445	15.8323	15.1115	5.88011	9.78134	11.7275	7.5962	6.98957	-0.46716137511623973	0.16347390427996172	0.8903049346605897	0.7865515649103649	0.9704475264721119
SEC3	9.93429	13.7676	13.1907	6.5445	14.5652	8.70434	6.80391	7.70128	11.5159	7.2723	-0.46579850914361254	0.09807686689450944	0.8903049346605897	1.0084334163183135	1.1840745034706501
SMY1	8.05505	18.9437	14.7451	7.25181	8.99604	13.742	6.81521	7.42518	6.85559	7.17042	-0.46516859278193207	0.2582582865585904	0.9280909356266233	0.5879457346721059	0.7697448911770296
ALG6	12.2403	7.39632	10.6893	9.16107	2.53601	11.2033	13.8806	13.8191	7.38315	11.6909	0.46430276883339344	0.15816977227405124	0.8903049346605897	0.8008765106545034	0.9845028033366798
ADR1	12.6568	11.8634	14.4972	10.3008	8.65859	12.3987	8.1778	6.76465	6.22308	8.45885	-0.46429355252130516	0.06214385813952758	0.8903049346605897	1.2066017875037487	1.3702983399656687
CMC1	8.21284	9.38397	8.89935	14.1955	17.2802	5.99173	7.00394	11.0835	10.1961	7.75281	-0.46399922426427137	0.1523420993496808	0.8903049346605897	0.8171800639080546	1.000445559111965
NOP9	11.463	16.0667	17.1476	7.05942	6.22041	12.4999	8.43518	7.13825	6.40488	7.56472	-0.46312294013912714	0.23592703408490262	0.9026553373751596	0.6272222919198133	0.810461721307384
APT1	13.6256	12.1349	12.0517	12.8491	7.29257	10.1366	8.21039	10.5627	5.77646	7.35994	-0.46293335774906974	0.05555288590506689	0.8903049346605897	1.2552933750653146	1.4157694653458934
MMF1	9.45228	7.30124	4.66749	11.1861	9.44235	4.47956	11.0776	14.7993	14.0896	13.5044	0.46273283964174305	0.18494494421027924	0.8903049346605897	0.7329575363766421	0.9174332454173848
RAD1	8.54212	10.544	11.9673	10.8733	15.9857	12.6569	5.78343	5.62488	10.5012	7.52124	-0.46047582651237295	0.12493057830396956	0.8903049346605897	0.9033312496696868	1.0838482358779993
PEX4	6.94267	7.30498	6.92458	10.5861	10.3332	9.18006	9.4466	12.2234	13.7105	13.3479	0.460244179076565	0.037801615347761844	0.8715052874860537	1.4224896413894943	1.5718040334436956
PGA2	9.14889	6.4521	6.87891	8.8349	10.7797	12.2043	10.1344	10.257	13.7199	11.5898	0.4600661484294796	0.015532307179535246	0.6992148376738025	1.8087640290802827	1.9366607767094843
HSP104	12.459	17.2251	15.7915	7.80193	4.62384	11.0609	9.41866	10.9819	4.96778	5.66953	-0.4598194014398936	0.2773682935438008	0.9519453359064367	0.5569431853895218	0.7371596378840484
MIC17	4.80295	3.41626	1.7916	12.3877	19.729	1.0533	7.36762	10.3592	24.41	14.6823	0.45811332718016945	0.5576971492189549	0.9979149347641074	0.253601575486279	0.3868914204609652
ARF2	13.0641	15.7446	17.3482	8.47418	3.23815	12.368	10.3827	7.66206	3.64851	8.06942	-0.4579249039444275	0.31827665321016013	0.9693684594289182	0.49719521734465644	0.6730964218435816
NEW1	10.9789	17.5654	17.6663	7.08733	4.55727	15.0693	8.4257	6.1153	4.49979	8.03465	-0.45709405141337806	0.35818456048100195	0.979293568859384	0.4458931383150657	0.6165517532655819
IMP3	17.7058	13.7763	12.2285	6.73553	7.40046	6.4832	9.23083	7.19519	9.23671	10.0074	-0.4565853116676692	0.18319986196337407	0.8903049346605897	0.7370748578983405	0.9215316690392653
VPS54	10.3755	16.804	16.9248	7.13195	6.60741	13.9544	8.19462	7.12255	5.84832	7.03654	-0.4564061421599665	0.27395682699013535	0.9476477040023303	0.5623178724981139	0.7428387600306422
DIP5	11.9982	8.17872	7.77083	8.82387	5.38602	14.6454	13.7357	13.1459	5.88638	10.429	0.4563328084320824	0.13896193410327018	0.8903049346605897	0.8571041499111867	1.039261326083676
PET10	12.5652	5.43029	4.92337	8.31113	10.9472	5.80106	13.4671	12.8893	16.8054	8.85992	0.4551749916171044	0.23388594278443656	0.9026553373751596	0.6309958797496737	0.8143428270855451
RSC9	8.82013	14.5432	15.1583	8.81665	10.4821	14.2687	5.74237	6.39453	9.69547	6.07856	-0.45503165049283467	0.1798943507132424	0.8903049346605897	0.7449824747455462	0.9293905110494448
YPR127W	17.78	11.0168	9.01589	12.3722	7.60946	5.80992	11.8245	12.8194	5.4107	6.34114	-0.45349197627900956	0.2257593896245684	0.893620312256888	0.6463541777704511	0.8300860720340068
CKB1	11.8233	14.6188	15.8133	8.58992	6.94582	12.209	8.41304	8.25135	6.75775	6.5777	-0.45330314796957477	0.15358728930228738	0.8903049346605897	0.8136447245017293	0.996993189357883
SAC7	10.9519	10.4447	10.7523	9.39142	16.2405	5.89373	8.18979	9.11259	12.2039	6.81914	-0.4526931450068202	0.09141082087776649	0.8903049346605897	1.0390023910348702	1.2129876953090486
PSP1	10.7828	12.5336	14.2302	11.1956	9.02515	9.14175	9.21305	10.0685	7.16298	6.64627	-0.4518989548395624	0.021599984658224897	0.7843569455584576	1.6655465573143764	1.800189287742838
STL1	11.6293	6.10678	5.6414	11.7768	22.582	4.23778	7.99506	6.37513	14.65	9.00579	-0.4500570339369293	0.4045124793696413	0.9979149347641074	0.39306807568886165	0.5565679106409203
FEN1	8.80809	6.32321	5.98045	9.67339	11.4983	6.99941	10.902	12.4937	18.4901	8.83127	0.44889056274479083	0.20299756879111122	0.8903049346605897	0.6925091634017009	0.8769209201302433
CHS5	10.3065	17.8025	18.0993	6.35148	5.1515	15.1304	7.46824	6.78779	5.11583	7.78638	-0.44858316530421455	0.3705342563007597	0.9796808912089705	0.4311716348245809	0.6000274783044137
YGR237C	9.78775	5.87209	4.8719	8.0506	13.7124	5.9771	11.3995	14.4047	19.4742	6.44971	0.44822332736864606	0.3306447749104124	0.9693684594289182	0.4806383359435327	0.6550151934672372
CHS6	9.30021	19.8231	17.5812	5.80173	5.1915	16.5311	6.84901	6.16528	5.15457	7.6023	-0.44778006867793696	0.4247091961770102	0.9979149347641074	0.37190833518146404	0.5319680094806984
TOM22	7.41119	6.49984	5.84363	9.43453	13.1154	7.62891	11.1044	9.48593	17.9779	11.4983	0.4476430963392084	0.19672943314754623	0.8903049346605897	0.7061306594131725	0.890616149509556
CYB5	9.22785	5.01712	5.32674	9.88616	12.8487	6.28811	12.4278	11.1011	17.9669	9.9095	0.44752481307356456	0.23729731597757683	0.9026553373751596	0.6247071739727997	0.8078720466594231
MDR1	7.8481	19.3379	16.0326	7.39248	7.0815	9.87301	10.757	6.50392	7.61258	7.56091	-0.4474750722155264	0.28513284525276955	0.9604931057320362	0.5449527522085393	0.7244426117237065
ASF1	15.4453	13.6871	13.4616	11.934	3.15978	7.89717	10.8431	9.76098	4.86087	8.95006	-0.4471927273393232	0.2352707502487228	0.9026553373751596	0.6284320626037786	0.8117065267305631
SNF7	9.73062	8.22145	8.03979	9.1104	7.21777	11.7239	14.6201	11.8035	8.71894	10.8135	0.4467290136989576	0.018814615447979556	0.7426581863461662	1.7255046538005196	1.8571064300945366
YNL040W	11.287	16.8155	15.9586	8.31484	5.29417	10.5329	8.3881	9.35021	6.43055	7.62815	-0.44614635293037525	0.22079377062184768	0.890648082372244	0.6560131837631338	0.8399451023097666
YBP2	11.4877	15.4511	15.0572	9.29144	6.36717	16.267	7.81052	6.82713	4.82734	6.61336	-0.4452324148509664	0.2807472017547634	0.9540218661900606	0.551684563716626	0.7315905054497214
ERO1	9.17842	7.80554	9.1923	8.93649	7.23882	11.5422	13.6837	12.6295	10.4832	9.30972	0.444863112970047	0.007797226115429625	0.5703346019015295	2.1080598712866405	2.22893435836164
IML1	13.8522	15.3739	14.6935	8.70327	5.01579	11.0322	9.04085	8.55647	5.17908	8.55274	-0.4442885694466744	0.2055285510401579	0.8903049346605897	0.6871278394915146	0.8714951754477707
CCT4	12.0258	15.2323	17.0251	7.79493	5.55721	13.517	8.6213	6.8957	5.21729	8.11327	-0.4440958085054821	0.2693563746453499	0.94152855026427	0.5696727418906654	0.7505894253203366
SGF73	8.88401	6.82388	5.25018	11.3956	10.0316	4.16413	11.0618	13.0611	16.6187	12.709	0.4428747264169619	0.22700260362847946	0.8936208537290291	0.6439691615954369	0.8276467287326735
PMT5	9.37978	8.52784	9.32242	7.63942	7.52356	12.5462	13.8447	11.7503	8.15711	11.3086	0.4424151296295083	0.017899697572053234	0.7330005109166081	1.7471543066680404	1.877731729564008
ALY1	9.65138	18.9826	18.6681	5.98606	4.3138	16.2185	7.9016	5.86135	4.6898	7.7268	-0.44211948871866663	0.43581661644799863	0.9979149347641074	0.36069621536075475	0.5187873416299629
GCD2	10.8455	18.2753	18.5147	6.55778	3.39821	17.4354	6.77236	6.1209	3.62095	8.45894	-0.44150049147066295	0.45406740064557793	0.9979149347641074	0.3428796767556007	0.49762304779555006
TAF7	11.1451	8.16137	6.10589	12.684	19.4933	7.2691	7.94837	8.97204	13.1571	5.06368	-0.4413954565583446	0.28625756947152536	0.9606500183838742	0.5432430205079504	0.7226238354688552
CYR1	10.4414	16.3292	15.5651	7.46324	7.78494	11.1025	8.0141	8.35379	7.44755	7.49817	-0.44105268418034604	0.16827311565951272	0.8903049346605897	0.7739852640204078	0.9580796368678917
NQM1	16.9776	11.6471	10.6574	12.1048	6.19113	8.184	11.3134	10.5565	5.59109	6.77694	-0.4407081704855666	0.1749816355296276	0.8903049346605897	0.7570075284945829	0.9413106946810977
SER3	13.6524	14.0423	13.1857	10.6306	6.05954	9.00347	10.6725	9.7548	5.2769	7.72176	-0.44026544701469694	0.12332395912983267	0.8903049346605897	0.908952541351957	1.0892465412306278
VPS13	11.9649	14.4897	14.3814	7.52991	9.19705	9.76973	9.16671	7.92522	8.41879	7.1565	-0.43981980861816394	0.07223574067284642	0.8903049346605897	1.141247869793311	1.3091454212635967
CLU1	11.866	13.9012	13.8121	7.34741	10.6312	8.62677	8.856	8.41664	10.3301	6.21264	-0.43951646598174854	0.0595508014472993	0.8903049346605897	1.2251123893147478	1.3875913540771132
UBC7	9.53793	4.55142	4.43885	8.83308	15.0833	4.19601	11.9213	13.1269	19.7953	8.51598	0.43937320887306747	0.3788204897994104	0.9858608661935128	0.421566538733814	0.589168527852415
THI3	14.4865	14.464	15.0837	8.18546	5.30942	8.88015	10.8414	10.625	5.52188	6.60251	-0.43781535906251223	0.22002202842881652	0.890648082372244	0.657533835786191	0.8414943623271786
SIP18	18.7079	9.94028	7.94693	12.4957	8.41788	5.24925	13.3564	11.8632	7.07848	4.94392	-0.43661418949119113	0.285330193471522	0.9604931057320362	0.5446522691271872	0.7241230637499497
ARO9	11.5933	7.95985	6.6075	9.45617	6.87687	7.89507	15.1602	14.9917	8.51876	10.9406	0.4364721416554198	0.1337942034445428	0.8903049346605897	0.8735627017145412	1.055177096404787
GET2	12.5078	4.86949	4.91623	9.88799	10.3325	6.63763	11.1425	14.5487	16.8236	8.33347	0.43526979570202085	0.25413904787459324	0.9217791292228273	0.5949286014840688	0.7770282191315743
SOL1	13.5049	14.8854	14.8849	9.51609	4.69421	10.3919	11.3246	8.57882	4.75163	7.46747	-0.435245843955643	0.22531855910108145	0.893061484430783	0.6472030347154468	0.8309537887527741
CSE1	15.6153	13.9652	11.5001	11.4832	4.91913	6.73522	11.076	10.7224	6.47775	7.50571	-0.43509108176670175	0.1870909091234639	0.8903049346605897	0.7279473146562414	0.9124399131557756
ADD37	10.8862	13.7011	16.0018	9.37932	7.50337	12.7422	8.03036	7.35038	6.75388	7.6514	-0.43443351078289394	0.1469445011835826	0.8903049346605897	0.832846661039543	1.015713998063067
YDR248C	14.6496	11.7355	11.08	12.2993	7.70678	8.47476	9.91858	10.2055	5.82085	8.10918	-0.43439614813860683	0.06044001061147052	0.8903049346605897	1.218675468083795	1.3815789139560006
VHT1	4.58827	3.01169	3.48521	4.14897	27.3044	4.42074	9.21231	2.49366	25.8522	15.4825	0.4338228762223851	0.6498850220006919	0.9979149347641074	0.18716347216880835	0.29819339533330746
ALD4	8.55618	6.22878	4.88473	10.8861	11.9896	4.12934	12.8535	12.2743	16.598	11.5994	0.43341808033464796	0.2560763926063179	0.9245867180392132	0.5916304568044314	0.7735906391831553
ESF2	16.4044	6.10287	7.77515	15.1879	11.9783	5.03671	6.93341	8.07227	10.1997	12.3092	-0.4330693678107664	0.24526383007512464	0.9151129727882706	0.6103664940154401	0.7930610904582059
SIN3	9.76929	15.6968	14.4407	8.50271	9.03791	12.4932	7.09656	7.33629	8.47775	7.14882	-0.43299388827294233	0.13808767267392089	0.8903049346605897	0.8598450899126957	1.0419151912655233
BUG1	13.561	5.76599	3.76725	9.20706	10.2546	3.20218	14.534	19.2233	14.7153	5.76927	0.4327983049171826	0.4149967591577952	0.9979149347641074	0.3819552948189482	0.5436921623366698
IMD2	10.5853	9.2426	10.5805	8.35563	3.79389	12.1548	16.5404	14.8619	5.25956	8.62542	0.43268034919015913	0.2510041375245776	0.9153853473954714	0.6003191195975167	0.7826371969695807
TOM6	10.5582	9.51912	9.84301	13.706	13.8143	5.38544	7.96341	11.8978	8.02511	9.28768	-0.4325924046204451	0.0688943988693163	0.8903049346605897	1.1618160848997576	1.3284110432381318
MDG1	11.0011	5.40174	4.63381	10.7947	10.7462	5.52124	13.1764	17.5794	13.7297	7.41583	0.431524964603363	0.2915552584288128	0.9606500183838742	0.5352791213291226	0.7141337260226275
NSG2	11.9284	5.6398	5.7923	12.6025	6.62001	5.43215	16.7295	13.9066	12.5952	8.75349	0.431198514092618	0.27172552639390773	0.9445824981871387	0.5658695612461414	0.7465845541215154
GYP1	8.17384	19.4463	21.314	6.11742	2.35472	16.663	8.41102	7.17178	3.40493	6.94301	-0.4305671569561896	0.5158639889503727	0.9979149347641074	0.28746478797472386	0.42989277301063505
NUP192	10.2301	17.9031	17.511	6.0829	5.67455	14.1014	7.40925	6.18201	5.54473	9.36101	-0.4302929637995466	0.36422431496176877	0.9796808912089705	0.43863106485291214	0.6084180493985201
MSH2	10.1969	13.1213	15.9217	8.88118	9.27303	13.3547	6.73455	9.2327	7.14166	6.1422	-0.4298525107280169	0.15336309526844802	0.8903049346605897	0.8142791348428161	0.9976129011569246
PRP28	12.1157	17.9052	18.4311	7.02939	1.90513	14.9074	7.74247	9.83492	3.26183	6.86691	-0.429400324208758	0.44857204519242566	0.9979149347641074	0.34816779494601424	0.5039337159432459
MDM36	11.1941	12.8949	10.8659	12.8508	9.57859	7.78476	4.62978	9.62241	10.631	9.94779	-0.4292694426648874	0.04598823100764527	0.8827048157579221	1.3373532957617764	1.4923305915779859
NSG1	9.8244	7.02714	7.28754	10.4748	8.00903	9.37613	13.7248	11.62	9.33735	13.3187	0.4288429409834093	0.03469867390914994	0.8701670543776736	1.4596871224697456	1.6065787413241113
TRM2	11.0114	7.98404	6.77985	7.67948	9.18212	5.70883	15.4759	15.2209	12.4364	8.52098	0.4280185187800471	0.18768816157126794	0.8903049346605897	0.7265631196344612	0.9110591896596131
STH1	8.94064	11.4682	13.0237	9.83841	14.0847	9.77418	7.48732	7.39933	11.5366	6.44684	-0.42758370711298643	0.05851458815740116	0.8903049346605897	1.232735847311969	1.3947107441460103
